id,hero,name,type,subtype,cost,T_req,S_req,R_req,M_req,effect_text,timing,rarity,faction,set_code,flavor,visual_prompt
X-03-270,Virelia at the Flame,Virelia at the Flame Card 28,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-271,Virelia at the Flame,Virelia at the Flame Card 29,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-272,Virelia at the Flame,Virelia at the Flame Card 30,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-273,Virelia at the Flame,Virelia at the Flame Card 31,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-274,Virelia at the Flame,Virelia at the Flame Card 32,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-275,Virelia at the Flame,Virelia at the Flame Card 33,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-276,Virelia at the Flame,Virelia at the Flame Card 34,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-277,Virelia at the Flame,Virelia at the Flame Card 35,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-278,Virelia at the Flame,Virelia at the Flame Card 36,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-279,Virelia at the Flame,Virelia at the Flame Card 37,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-280,Virelia at the Flame,Virelia at the Flame Card 38,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-03-281,Virelia at the Flame,Virelia at the Flame Card 39,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Cradle of the Root,X-03,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Virelia at the Flame / Cradle of the Root. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: earth green & amber. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-282,Sel of the Luminous,Sel of the Luminous Card 1,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-283,Sel of the Luminous,Sel of the Luminous Card 2,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-284,Sel of the Luminous,Sel of the Luminous Card 3,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-285,Sel of the Luminous,Sel of the Luminous Card 4,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-286,Sel of the Luminous,Sel of the Luminous Card 5,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-287,Sel of the Luminous,Sel of the Luminous Card 6,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-288,Sel of the Luminous,Sel of the Luminous Card 7,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-289,Sel of the Luminous,Sel of the Luminous Card 8,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-290,Sel of the Luminous,Sel of the Luminous Card 9,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-291,Sel of the Luminous,Sel of the Luminous Card 10,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-292,Sel of the Luminous,Sel of the Luminous Card 11,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-293,Sel of the Luminous,Sel of the Luminous Card 12,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-294,Sel of the Luminous,Sel of the Luminous Card 13,Ally,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Ally card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: rounded, beveled corners, subtle inner glow, faction sigil medallions at the four corners. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-295,Sel of the Luminous,Sel of the Luminous Card 14,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-296,Sel of the Luminous,Sel of the Luminous Card 15,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-297,Sel of the Luminous,Sel of the Luminous Card 16,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-298,Sel of the Luminous,Sel of the Luminous Card 17,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-299,Sel of the Luminous,Sel of the Luminous Card 18,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-300,Sel of the Luminous,Sel of the Luminous Card 19,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-301,Sel of the Luminous,Sel of the Luminous Card 20,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-302,Sel of the Luminous,Sel of the Luminous Card 21,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-303,Sel of the Luminous,Sel of the Luminous Card 22,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-304,Sel of the Luminous,Sel of the Luminous Card 23,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-305,Sel of the Luminous,Sel of the Luminous Card 24,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-306,Sel of the Luminous,Sel of the Luminous Card 25,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-307,Sel of the Luminous,Sel of the Luminous Card 26,Action,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Action card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: dynamic diagonal slashes, motion streaks along the edges, thin inner chromeline. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-308,Sel of the Luminous,Sel of the Luminous Card 27,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-309,Sel of the Luminous,Sel of the Luminous Card 28,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-310,Sel of the Luminous,Sel of the Luminous Card 29,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-311,Sel of the Luminous,Sel of the Luminous Card 30,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-312,Sel of the Luminous,Sel of the Luminous Card 31,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-313,Sel of the Luminous,Sel of the Luminous Card 32,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-314,Sel of the Luminous,Sel of the Luminous Card 33,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-315,Sel of the Luminous,Sel of the Luminous Card 34,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-316,Sel of the Luminous,Sel of the Luminous Card 35,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-317,Sel of the Luminous,Sel of the Luminous Card 36,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
X-04-318,Sel of the Luminous,Sel of the Luminous Card 37,Trap,,1,1,0,0,0,Effect placeholder,Main,C,Codex of the Eternal Spark,X-04,Flavor placeholder,"Starfall Catastrophe TCG card, 1024x1536, Trap card for Sel of the Luminous / Codex of the Eternal Spark. Frame/border: angular arcane notches, metallic silver filigree, top-and-bottom rune plates. Global UI: title box color #3a254d (deep lavender, serif bold caps), effect box color #f2e8dc (parchment cream, readable serif). Faction palette accent: white-gold, electric blue, radiant ink-black. Artwork focus: generic art prompt. Keep text areas clean, high readability, no stat numbers on art."
